order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,,
1477163,376578,Shake Shack,American,15.76,Weekend,5,32,24,,
1476732,212469,Blue Ribbon Fried Chicken,American,33.03,Weekend,5,34,24,,
1477987,104563,Blue Ribbon Sushi,Japanese,24.25,Weekend,4,24,23,,
1476640,142773,Hibino,Japanese,14.02,Weekend,4,28,15,,
1478272,318874,The Kati Roll Company,Indian,14.07,Weekend,5,33,17,,
1477026,355592,CafÌÎå© China,Chinese,21.83,Weekend,4,32,15,,
1476560,149508,Shake Shack,American,22.26,Weekend,4,32,17,,
1477964,165130,The Meatball Shop,Italian,12.13,Weekday,4,22,32,,
1476623,277898,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,22,26,,
1477844,134340,Mira Sushi,Japanese,13.05,Weekend,4,33,29,,
1476618,351749,Shake Shack,American,12.13,Weekday,5,30,26,,
1477256,196355,Shake Shack,American,12.18,Weekday,5,23,31,,
1477631,115519,The Meatball Shop,Italian,12.23,Weekend,4,31,28,,
1478136,61388,Five Guys Burgers and Fries,American,14.12,Weekend,4,27,27,,
1477690,370096,Melt Shop,American,21.93,Weekend,5,30,18,,
1477237,59217,Jack's Wife Freda,Mediterranean,16.15,Weekend,4,26,22,,
1478108,87188,Momoya,Japanese,32.93,Weekday,3,28,27,,
1477535,125123,S'MAC,American,15.57,Weekend,5,34,28,,
1477517,77793,The Meatball Shop,Italian,29.15,Weekend,5,23,30,,
1478029,403019,S'MAC,American,15.47,Weekday,5,31,32,,
1476585,141918,S'MAC,American,12.37,Weekend,4,30,28,,
1476664,164016,Blue Ribbon Fried Chicken,American,24.3,Weekday,5,20,27,,
1477271,94152,The Meatball Shop,Italian,17.08,Weekday,5,22,26,,
1477094,384571,Blue Ribbon Fried Chicken,American,22.31,Weekday,5,28,27,,
1477722,347263,Dos Caminos,Mexican,12.08,Weekday,5,26,26,,
1476831,169478,RedFarm Broadway,Chinese,12.61,Weekend,4,32,17,,
1477843,241719,Blue Ribbon Sushi Izakaya,Japanese,13.1,Weekday,5,24,28,,
1477323,59181,RedFarm Hudson,Chinese,12.13,Weekend,5,28,29,,
1477711,67647,J. G. Melon,American,12.66,Weekend,4,23,20,,
1477278,347263,Hummus Place,Middle Eastern,16.15,Weekend,4,30,28,,
1477663,93133,Nobu Next Door,Japanese,29.29,Weekday,4,30,24,,
1477195,64830,Cafeteria,American,20.47,Weekday,3,32,24,,
1476996,149984,Sushi of Gari 46,Japanese,16.44,Weekend,4,24,27,,
1478355,68103,The Meatball Shop,Italian,21.83,Weekend,4,30,20,,
1478159,57943,Shake Shack,American,15.76,Weekend,3,35,29,,
1476660,47280,Blue Ribbon Sushi,Japanese,12.18,Weekend,5,34,29,,
1477558,268365,Cafe Mogador,Middle Eastern,25.17,Weekend,4,23,30,,
1477731,122609,Blue Ribbon Sushi Izakaya,Japanese,24.25,Weekend,5,33,21,,
1478046,53289,The Loop,Japanese,31.38,Weekend,4,26,24,,
1478398,137617,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,34,21,,
1477991,69713,The Meatball Shop,Italian,19.35,Weekend,5,21,23,,
1478247,104555,Sushi of Gari,Japanese,32.98,Weekend,4,34,21,,
1477875,154022,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,5,22,18,,
1477500,152786,Cafe Habana,Mexican,14.07,Weekend,4,26,21,,
1476736,60835,Nobu Next Door,Japanese,12.46,Weekend,4,35,28,,
1477372,55227,Sushi of Gari Tribeca,Japanese,29.2,Weekend,5,32,22,,
1477472,67845,RedFarm Hudson,Chinese,29.34,Weekend,5,27,29,,
1477738,97346,Osteria Morini,Italian,12.13,Weekend,5,22,26,,
1477392,203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.57,Weekend,4,31,20,,
1477877,360844,RedFarm Broadway,Chinese,19.35,Weekend,5,33,18,,
1476915,142273,Pepe Rosso To Go,Italian,15.57,Weekend,5,29,27,,
1478109,87006,Nobu Next Door,Japanese,11.59,Weekend,5,26,24,,
1476914,141445,Parm,Italian,16.3,Weekend,3,26,23,,
1477463,66505,Mamoun's Falafel,Mediterranean,12.18,Weekday,5,25,30,,
1477427,291891,The Kati Roll Company,Indian,17.03,Weekend,5,24,22,,
1477220,41249,Kambi Ramen House,Japanese,32.93,Weekend,5,35,19,,
1477037,79215,Blue Ribbon Sushi,Japanese,12.23,Weekend,3,33,21,,
1477248,349123,Shake Shack,American,12.95,Weekday,5,20,30,,
1476740,60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4,31,25,,
1478052,77544,Shake Shack,American,24.3,Weekend,4,35,16,,
1477130,365469,Wo Hop Restaurant,Chinese,14.16,Weekend,4,22,16,,
1477856,143984,The Smile,American,25.17,Weekend,3,31,15,,
1477592,87357,Shake Shack,American,31.43,Weekend,5,30,19,,
1477230,284455,Shake Shack,American,12.66,Weekend,5,35,24,,
1476916,52832,Dickson's Farmstand Meats,American,15.72,Weekend,4,23,28,,
1477785,77306,Xi'an Famous Foods,Chinese,24.3,Weekend,4,32,29,,
1476643,88185,Momoya,Japanese,22.85,Weekend,4,32,17,,
1476994,141576,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekday,5,23,28,,
1476934,126134,Jack's Wife Freda,Mediterranean,32.93,Weekend,3,21,16,,
1478160,52832,Donburi-ya,Japanese,15.86,Weekday,5,28,28,,
1478228,86233,TAO,Japanese,15.28,Weekend,4,33,22,,
1478002,348096,The Meatball Shop,Italian,12.13,Weekend,5,34,16,,
1478112,232542,The Meatball Shop,Italian,22.36,Weekend,4,35,21,,
1477400,68775,Sushi of Gari Tribeca,Japanese,29.15,Weekend,4,22,17,,
1478274,374826,Waverly Diner,American,22.8,Weekend,4,25,21,,
1477804,381020,The Meatball Shop,Italian,19.45,Weekend,5,21,19,,
1477572,150865,Vanessa's Dumpling House,Chinese,15.52,Weekend,5,20,23,,
1476904,60845,Blue Ribbon Sushi,Japanese,25.27,Weekend,3,20,20,,
1477336,94480,The Meatball Shop,Italian,32.93,Weekend,5,34,29,,
1477812,93505,Rubirosa,Italian,24.2,Weekend,5,31,15,,
1477873,370053,Shake Shack,American,12.08,Weekend,3,29,24,,
1477997,186473,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,3,34,25,,
1477523,53503,RedFarm Broadway,Chinese,12.23,Weekend,4,21,21,,
1476572,356195,Blue Ribbon Fried Chicken,American,29.15,Weekday,5,20,29,,
1478236,121905,Chipotle Mexican Grill $1.99 Delivery,Mexican,22.26,Weekend,4,21,21,,
1478048,101202,Burger Joint,American,12.18,Weekend,4,35,15,,
1476746,201471,ilili Restaurant,Middle Eastern,12.66,Weekend,5,21,15,,
1478281,58898,Blue Ribbon Sushi,Japanese,16.93,Weekend,4,30,25,,
1478335,84502,Nobu Next Door,Japanese,25.17,Weekend,4,31,29,,
1477934,60052,RedFarm Broadway,Chinese,12.61,Weekend,5,28,21,,
1476645,140477,Serafina Fabulous Pizza,Italian,13.68,Weekend,5,20,20,,
1477450,79215,Blue Ribbon Sushi,Japanese,11.93,Weekend,3,24,21,,
1478135,276431,The Meatball Shop,Italian,14.02,Weekday,5,20,27,,
1477705,60397,Jack's Wife Freda,Mediterranean,12.18,Weekend,3,33,23,,
1477814,62359,Pylos,Mediterranean,35.41,Weekday,4,21,29,,
1478192,54365,Shake Shack,American,16.25,Weekend,5,27,23,,
1477203,60138,The Meatball Shop,American,15.86,Weekday,5,29,26,,
1477292,386766,Parm,Italian,17.03,Weekday,3,21,27,,
1477178,47440,Bareburger,American,24.2,Weekend,4,23,23,,
1477879,362961,ilili Restaurant,Middle Eastern,16.49,Weekend,4,30,28,,
1477602,320493,Vanessa's Dumplings,Chinese,16.78,Weekend,5,27,29,,
1477088,129486,Mamoun's Falafel,Mediterranean,12.61,Weekend,4,21,17,,
1476964,81405,RedFarm Broadway,Chinese,24.25,Weekend,5,29,22,,
1477981,154464,Westville Hudson,American,11.16,Weekend,4,24,20,,
1477851,66373,Blue Ribbon Sushi Izakaya,Japanese,32.93,Weekend,4,21,19,,
1477636,94909,Parm,Italian,12.13,Weekend,4,29,26,,
1477944,70564,Rubirosa,Italian,14.12,Weekday,3,26,27,,
1478073,121686,TAO,Japanese,24.25,Weekend,4,22,21,,
1476815,39029,Prosperity Dumpling,Chinese,13.63,Weekend,5,25,24,,
1477019,62359,RedFarm Hudson,Chinese,15.52,Weekend,5,30,18,,
1478409,151333,Melt Shop,American,25.27,Weekend,5,27,30,,
1477471,103147,Hot Kitchen,Chinese,29.54,Weekend,5,34,28,,
1478331,42424,Han Dynasty,Chinese,12.13,Weekend,5,33,27,,
1478319,84087,The Meatball Shop,Italian,16.49,Weekend,3,22,28,,
1477719,367051,RedFarm Hudson,Chinese,15.04,Weekend,3,35,25,,
1477816,187187,Momoya,Japanese,11.59,Weekend,3,24,29,,
1477777,73175,Hill Country Fried Chicken,Southern,31.43,Weekday,5,25,28,,
1478421,59673,Dig Inn Seasonal Market,American,15.71,Weekday,5,27,26,,
1476775,66636,Shake Shack,American,29.1,Weekday,5,29,31,,
1478395,283052,Han Dynasty,Chinese,13,Weekend,4,32,22,,
1477309,64151,Rubirosa,Italian,22.8,Weekday,5,32,27,,
1477315,176622,Cafe Mogador,Middle Eastern,15.91,Weekend,5,32,15,,
1476678,91817,Shake Shack,American,21.39,Weekend,4,28,18,,
1478363,138024,Cho Dang Gol,Korean,29.25,Weekend,4,23,21,,
1477288,47879,El Parador Cafe,Mexican,13.19,Weekday,5,22,28,,
1478350,132753,Vanessa's Dumplings,Chinese,15.57,Weekend,5,33,28,,
1476977,41246,Shake Shack,American,25.17,Weekend,5,27,26,,
1477544,113972,RedFarm Hudson,Chinese,19.35,Weekend,4,31,15,,
1477487,209552,TAO,Japanese,12.61,Weekend,5,32,24,,
1477187,353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.13,Weekend,5,34,19,,
1478387,70564,Jack's Wife Freda,Mediterranean,12.08,Weekend,5,30,19,,
1478204,64153,Blue Ribbon Fried Chicken,American,14.07,Weekday,4,34,24,,
1476613,65561,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekend,5,24,28,,
1476739,290266,Socarrat Paella Bar,Spanish,25.22,Weekend,5,23,20,,
1476617,53513,The Meatball Shop,Italian,31.33,Weekend,3,30,15,,
1477563,385426,Shake Shack,American,17.03,Weekday,5,35,32,,
1478341,254913,Shake Shack,American,10.82,Weekend,4,34,20,,
1477325,54110,Parm,Italian,19.35,Weekday,4,23,26,,
1477524,236739,Xi'an Famous Foods,Chinese,19.45,Weekend,5,28,18,,
1476763,142170,RedFarm Broadway,Chinese,13.1,Weekend,4,26,22,,
1477693,67345,Bareburger,American,13.05,Weekend,4,31,30,,
1477922,304587,Westville Hudson,American,33.03,Weekend,5,25,18,,
1477219,389155,The Meatball Shop,Italian,32.98,Weekday,3,23,25,,
1478018,304112,Shake Shack,American,16.25,Weekday,5,27,31,,
1477998,90113,Blue Ribbon Sushi,Japanese,29.1,Weekend,5,20,16,,
1477890,284835,Shake Shack,American,22.36,Weekday,3,20,32,,
1478430,133701,The Loop,Japanese,24.3,Weekend,5,21,29,,
1478351,78939,Blue Ribbon Sushi,Japanese,12.08,Weekend,5,31,16,,
1478202,345429,Burger Joint,American,21.88,Weekend,5,26,24,,
1476933,375704,Shake Shack,American,32.98,Weekend,3,22,21,,
1478071,70315,Five Guys Burgers and Fries,American,14.12,Weekend,4,28,25,,
1477504,71613,Empanada Mama (closed),Mexican,15.57,Weekend,4,24,20,,
1477597,49010,Shake Shack,American,24.25,Weekend,5,34,24,,
1478001,64153,Blue Ribbon Fried Chicken,American,31.38,Weekend,3,35,20,,
1477127,314480,Shake Shack,American,15.76,Weekday,5,30,24,,
1477846,52574,Blue Ribbon Sushi,Japanese,24.25,Weekday,5,30,26,,
1477838,52256,Han Dynasty,Chinese,12.08,Weekend,5,22,23,,
1477365,61181,Shake Shack,American,14.07,Weekend,5,33,25,,
1477266,85422,Saravanaa Bhavan,Indian,24.25,Weekday,5,29,26,,
1477800,344268,Sushi Choshi,Japanese,13.73,Weekend,3,35,27,,
1478428,53543,The Smile,American,12.18,Weekday,5,29,27,,
1478403,294478,RedFarm Broadway,Chinese,32.98,Weekend,4,25,15,,
1477701,328551,Kanoyama,Japanese,32.98,Weekend,5,35,16,,
1477318,42408,UVA Wine Bar & Restaurant,Italian,14.65,Weekday,5,32,25,,
1477367,343554,Blue Ribbon Fried Chicken,American,12.95,Weekend,5,27,28,,
1477754,133222,P.J. Clarke's,American,21.34,Weekday,5,25,28,,
1478280,91722,Shake Shack,American,19.4,Weekend,5,32,15,,
1478382,144997,Nobu Next Door,Japanese,15.91,Weekend,4,26,15,,
1476782,367449,The Meatball Shop,Italian,12.23,Weekend,5,24,17,,
1478178,125834,The Meatball Shop,Italian,12.23,Weekend,5,25,19,,
1477189,54630,V-Nam Cafe,Vietnamese,22.26,Weekend,5,33,26,,
1476894,384698,Don's Bogam BBQ & Wine Bar,Korean,14.07,Weekend,3,33,16,,
1476807,79215,Blue Ribbon Sushi,Japanese,16.49,Weekend,3,24,30,,
1478103,130956,Blue Ribbon Sushi,Japanese,12.95,Weekend,5,25,16,,
1476824,259341,Momoya,Japanese,19.4,Weekend,4,27,16,,
1477635,124393,Amma,Indian,31.43,Weekday,5,20,27,,
1476797,357592,Blue Ribbon Sushi,Japanese,16.15,Weekend,3,23,21,,
1476962,342777,Blue Ribbon Sushi,Japanese,12.9,Weekday,3,25,31,,
1477959,175290,Otto Enoteca Pizzeria,Italian,29.05,Weekend,5,24,18,,
1477426,135769,Blue Ribbon Sushi,Japanese,19.35,Weekend,5,26,23,,
1478049,259341,TAO,Japanese,12.71,Weekend,3,22,17,,
1477811,373152,Blue Ribbon Sushi,Japanese,24.3,Weekend,5,32,28,,
1478068,222073,The Smile,American,12.08,Weekend,5,27,25,,
1477002,133202,ilili Restaurant,Middle Eastern,29.25,Weekend,3,27,21,,
1477139,139755,Tortaria,Mexican,13.05,Weekend,5,23,19,,
1478150,97806,Shake Shack,American,25.22,Weekend,4,35,27,,
1477073,87752,Shake Shack,American,29.05,Weekend,5,21,22,,
1476684,35631,Shake Shack,American,19.4,Weekend,5,32,24,,
1477892,196320,Parm,Italian,25.17,Weekday,4,33,32,,
1477481,47440,Bareburger,American,25.22,Weekday,3,31,27,,
